index,fn,tid,title,wordsInTitle,url,imdbRating,ratingCount,duration,year,type,nrOfWins,nrOfNominations,nrOfPhotos,nrOfNewsArticles,nrOfUserReviews,nrOfGenre,Action,Adult,Adventure,Animation,Biography,Comedy,Crime,Documentary,Drama,Family,Fantasy,FilmNoir,GameShow,History,Horror,Music,Musical,Mystery,News,RealityTV,Romance,SciFi,Short,Sport,TalkShow,Thriller,War,Western
2237,titles03/index.html.1548,tt0078579,Buck Rogers (TV Series 1979–1981),buck rogers tv series,http://www.imdb.com/title/tt0078579/,6.9,3507.0,3600.0,1981.0,video.tv,0,5,64,51,31,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
14186,titles04/index.html.8975,tt0424205,Merry Christmas (2005),merry christmas,http://www.imdb.com/title/tt0424205/,7.8,17852.0,6960.0,2005.0,video.movie,4,10,31,56,142,3,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
761,titles02/index.html.2511,tt0250258,Das Experiment (2001),das experiment,http://www.imdb.com/title/tt0250258/,7.8,63018.0,7200.0,2001.0,video.movie,13,15,19,71,167,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6808,titles03/index.html.856,tt0052861,Man nannte es den großen Krieg (1959),man nannte es den gro en krieg,http://www.imdb.com/title/tt0052861/,8.3,1848.0,8220.0,1959.0,video.movie,6,8,0,0,11,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
11070,titles04/index.html.3896,tt0089707,Novembermond (1985),novembermond,http://www.imdb.com/title/tt0089707/,5.9,147.0,6000.0,1985.0,video.movie,0,0,4,0,1,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
9374,titles04/index.html.14200,tt2724064,Sharknado (TV Movie 2013),sharknado tv movie,http://www.imdb.com/title/tt2724064/,3.3,18604.0,5160.0,2013.0,video.movie,0,0,10,462,179,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
11410,titles04/index.html.4460,tt0098384,Magnolien aus Stahl (1989),magnolien aus stahl,http://www.imdb.com/title/tt0098384/,7.2,28494.0,7020.0,1989.0,video.movie,2,6,59,310,133,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
14032,titles04/index.html.8684,tt0396184,Pusher II (2004),pusher ii,http://www.imdb.com/title/tt0396184/,7.3,9600.0,6000.0,2004.0,video.movie,3,15,0,17,25,3,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
132,titles01/tt0105695,tt0105695,Erbarmungslos (1992),erbarmungslos,http://www.imdb.com/title/tt0105695/,8.3,205938.0,7860.0,1992.0,video.movie,40,20,67,568,453,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8119,titles04/index.html.12070,tt1411238,Freundschaft Plus (2011),freundschaft plus,http://www.imdb.com/title/tt1411238/,6.2,124500.0,6480.0,2011.0,video.movie,2,5,62,1895,172,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
7649,titles04/index.html.113,tt0015632,Bobbed Hair (1925),bobbed hair,http://www.imdb.com/title/tt0015632/,7.0,20.0,4800.0,1925.0,video.movie,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12342,titles04/index.html.5947,tt0120770,A Night at the Roxbury (1998),a night at the roxbury,http://www.imdb.com/title/tt0120770/,6.2,42268.0,4920.0,1998.0,video.movie,0,0,28,75,233,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66,titles01/tt0058461,tt0058461,Für eine Handvoll Dollar (1964),f r eine handvoll dollar,http://www.imdb.com/title/tt0058461/,8.1,92532.0,5940.0,1964.0,video.movie,1,1,71,206,215,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
14041,titles04/index.html.8698,tt0397113,An Bord der Tiger Cruise (TV Movie 2004),an bord der tiger cruise tv movie,http://www.imdb.com/title/tt0397113/,6.4,892.0,5280.0,2004.0,video.movie,0,0,0,0,22,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9027,titles04/index.html.13611,tt2100546,Ice Age - Eine coole Bescherung (TV Short 2011),ice age eine coole bescherung tv short,http://www.imdb.com/title/tt2100546/,6.5,6526.0,1560.0,2011.0,video.tv,0,0,3,26,6,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
13438,titles04/index.html.7653,tt0299014,Lucky (2004),lucky,http://www.imdb.com/title/tt0299014/,5.8,419.0,4980.0,2004.0,video.movie,7,1,0,14,23,3,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1415,titles02/index.html.5107,tt1174032,Anime: Drawing a Revolution (TV Movie 2007),anime drawing a revolution tv movie,http://www.imdb.com/title/tt1174032/,6.6,56.0,3240.0,2007.0,video.movie,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2254,titles03/index.html.1570,tt0079641,Nosferatu: Phantom der Nacht (1979),nosferatu phantom der nacht,http://www.imdb.com/title/tt0079641/,7.6,17831.0,6420.0,1979.0,video.movie,5,3,23,56,147,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5065,titles03/index.html.5093,tt0970528,Crossing Criminal Cultures (Video 2007),crossing criminal cultures video,http://www.imdb.com/title/tt0970528/,6.6,40.0,1440.0,2007.0,video.movie,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
10866,titles04/index.html.3540,tt0083804,Dear Mr. Wonderful (1982),dear mr wonderful,http://www.imdb.com/title/tt0083804/,5.4,142.0,6960.0,1982.0,video.movie,1,0,2,0,5,3,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3518,titles03/index.html.3217,tt0244365,Star Trek: Enterprise (TV Series 2001–2005),star trek enterprise tv series,http://www.imdb.com/title/tt0244365/,7.5,21813.0,3600.0,2001.0,video.tv,7,29,53,1187,334,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
13324,titles04/index.html.7475,tt0284061,Dog Star Man: Part III (1964),dog star man part iii,http://www.imdb.com/title/tt0284061/,6.7,687.0,660.0,1964.0,video.movie,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5820,titles03/index.html.5987,tt1645581,Southland Fixing a Hole (TV Episode 2011),southland fixing a hole tv episode,http://www.imdb.com/title/tt1645581/,8.1,88.0,2520.0,2011.0,video.episode,0,0,0,0,1,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
9304,titles04/index.html.14082,tt2459154,Cougar Town - 40 ist das neue 20 Between Two Worlds (TV Episode 2013),cougar town ist das neue between two worlds tv episode,http://www.imdb.com/title/tt2459154/,8.4,65.0,1380.0,2013.0,video.episode,0,0,9,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14476,titles04/index.html.9479,tt0471646,Darwaza Bandh Rakho (2006),darwaza bandh rakho,http://www.imdb.com/title/tt0471646/,5.2,245.0,,2006.0,video.movie,0,0,0,0,6,3,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3820,titles03/index.html.3603,tt0324951,23rd March 1931: Shaheed (2002),rd march shaheed,http://www.imdb.com/title/tt0324951/,5.1,363.0,11280.0,2002.0,video.movie,1,0,0,0,7,3,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11850,titles04/index.html.5149,tt0109820,The Foot Shooting Party (1994),the foot shooting party,http://www.imdb.com/title/tt0109820/,4.8,142.0,1620.0,1994.0,video.movie,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
13131,titles04/index.html.7182,tt0257756,High Crimes - Auf höchsten Befehl (2002),high crimes auf h chsten befehl,http://www.imdb.com/title/tt0257756/,6.3,25623.0,6900.0,2002.0,video.movie,0,0,55,50,171,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
6702,titles03/index.html.706,tt0047706,Robin Hood (TV Series 1955–1960),robin hood tv series,http://www.imdb.com/title/tt0047706/,7.7,411.0,1800.0,1960.0,video.tv,0,0,6,6,26,3,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13275,titles04/index.html.740,tt0036515,Die Wacht am Rhein (1943),die wacht am rhein,http://www.imdb.com/title/tt0036515/,7.5,2266.0,6840.0,1943.0,video.movie,4,3,15,9,43,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4503,titles03/index.html.4483,tt0490442,Lars von Trier Anecdotes (2005),lars von trier anecdotes,http://www.imdb.com/title/tt0490442/,5.0,8.0,1020.0,2005.0,video.tv,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1743,titles02/index.html.6789,tt0359950,Das erstaunliche Leben des Walter Mitty (2013),das erstaunliche leben des walter mitty,http://www.imdb.com/title/tt0359950/,7.5,80326.0,6840.0,2013.0,video.movie,3,7,57,688,297,3,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2740,titles03/index.html.2218,tt0102603,Oscar - Vom Regen in die Traufe (1991),oscar vom regen in die traufe,http://www.imdb.com/title/tt0102603/,6.3,19551.0,6540.0,1991.0,video.movie,0,0,14,0,107,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1384,titles02/index.html.4865,tt0059246,Guide (1965),guide,http://www.imdb.com/title/tt0059246/,8.3,2384.0,10980.0,1965.0,video.movie,7,2,0,0,31,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
10759,titles04/index.html.3370,tt0080772,Ginga tetsudô Three-Nine (1979),ginga tetsud three nine,http://www.imdb.com/title/tt0080772/,7.6,1079.0,7740.0,1979.0,video.movie,1,0,5,5,17,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
4575,titles03/index.html.4559,tt0575716,Cosmo & Wanda - Wenn Elfen helfen A Wish Too Far!/Tiny Timmy! (TV Episode 2001),cosmo wanda wenn elfen helfen a wish too far tiny timmy tv episode,http://www.imdb.com/title/tt0575716/,7.2,26.0,1800.0,2001.0,video.episode,0,0,0,0,0,3,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8061,titles04/index.html.1197,tt0045039,Plymouth Adventure (1952),plymouth adventure,http://www.imdb.com/title/tt0045039/,6.4,690.0,6300.0,1952.0,video.movie,0,0,2,2,14,3,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7867,titles04/index.html.1167,tt0044333,Gegen alle Flaggen (1952),gegen alle flaggen,http://www.imdb.com/title/tt0044333/,6.8,1316.0,4980.0,1952.0,video.movie,0,0,0,0,23,3,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9683,titles04/index.html.1661,tt0052924,Das indische Grabmal (1959),das indische grabmal,http://www.imdb.com/title/tt0052924/,6.9,1156.0,6120.0,1959.0,video.movie,0,0,8,2,11,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13710,titles04/index.html.813,tt0038104,Polonaise (1945),polonaise,http://www.imdb.com/title/tt0038104/,6.9,753.0,6780.0,1945.0,video.movie,1,1,3,5,36,3,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
8625,titles04/index.html.12895,tt1714832,Do Dooni Chaar (2010),do dooni chaar,http://www.imdb.com/title/tt1714832/,7.7,2176.0,,2010.0,video.movie,5,0,0,93,256,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5060,titles03/index.html.5089,tt0970452,Solomon Kane (2009),solomon kane,http://www.imdb.com/title/tt0970452/,6.1,49377.0,6240.0,2009.0,video.movie,1,0,13,614,119,3,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
278,titles02/index.html.1047,tt0171804,Boys Don't Cry (1999),boys don t cry,http://www.imdb.com/title/tt0171804/,7.6,63699.0,7080.0,1999.0,video.movie,47,27,19,509,423,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12479,titles04/index.html.6189,tt0140825,Palwolui Christmas (1998),palwolui christmas,http://www.imdb.com/title/tt0140825/,7.8,2406.0,5820.0,1998.0,video.movie,4,3,0,0,27,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
10926,titles04/index.html.3642,tt0085601,Zwei bärenstarke Typen (1983),zwei b renstarke typen,http://www.imdb.com/title/tt0085601/,7.1,4364.0,6420.0,1983.0,video.movie,0,0,7,251,16,3,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10366,titles04/index.html.2779,tt0070248,Die Möwe Jonathan (1973),die m we jonathan,http://www.imdb.com/title/tt0070248/,5.9,1303.0,7200.0,1973.0,video.movie,2,3,11,9,35,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13339,titles04/index.html.7497,tt0285403,Scrubs - Die Anfänger (TV Series 2001–2010),scrubs die anf nger tv series,http://www.imdb.com/title/tt0285403/,8.6,146026.0,1320.0,2001.0,video.tv,19,67,135,2238,290,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2577,titles03/index.html.1992,tt0093744,Pippi Langstrumpf's neueste Streiche (1988),pippi langstrumpf s neueste streiche,http://www.imdb.com/title/tt0093744/,5.9,2651.0,6000.0,1988.0,video.movie,0,0,19,19,34,3,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14429,titles04/index.html.9393,tt0462338,The Hoax (2006),the hoax,http://www.imdb.com/title/tt0462338/,6.7,13377.0,6960.0,2006.0,video.movie,1,2,28,60,70,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7192,titles04/index.html.10486,tt0826802,Never Sleep Again: The Making of 'A Nightmare on Elm Street' (Video 2006),never sleep again the making of a nightmare on elm street video,http://www.imdb.com/title/tt0826802/,7.8,194.0,3000.0,2006.0,video.movie,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3952,titles03/index.html.3778,tt0362165,Die Maske 2 - Die nächste Generation (2005),die maske die n chste generation,http://www.imdb.com/title/tt0362165/,2.1,30736.0,5640.0,2005.0,video.movie,1,7,22,41,229,3,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3747,titles03/index.html.3505,tt0303461,Firefly (TV Series 2002–2003),firefly tv series,http://www.imdb.com/title/tt0303461/,9.2,135325.0,2520.0,2002.0,video.tv,3,7,71,2712,631,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3169,titles03/index.html.2793,tt0122151,Lethal Weapon 4 - Zwei Profis räumen auf (1998),lethal weapon zwei profis r umen auf,http://www.imdb.com/title/tt0122151/,6.6,105214.0,7620.0,1998.0,video.movie,4,10,89,107,282,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
12482,titles04/index.html.6193,tt0141109,Jack Frost - Der coolste Dad der Welt! (1998),jack frost der coolste dad der welt,http://www.imdb.com/title/tt0141109/,5.1,19212.0,6060.0,1998.0,video.movie,0,0,55,36,94,3,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7977,titles04/index.html.11848,tt1316540,Das Turiner Pferd (2011),das turiner pferd,http://www.imdb.com/title/tt1316540/,7.7,7299.0,8760.0,2011.0,video.movie,7,10,9,7,41,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3711,titles03/index.html.3453,tt0290673,Irreversibel (2002),irreversibel,http://www.imdb.com/title/tt0290673/,7.4,66372.0,5820.0,2002.0,video.movie,4,5,30,228,637,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
11866,titles04/index.html.5172,tt0110255,Kickboxer 4: The Aggressor (1994),kickboxer the aggressor,http://www.imdb.com/title/tt0110255/,3.9,2140.0,5400.0,1994.0,video.movie,0,0,4,2,32,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1905,titles03/index.html.1086,tt0060143,"Django, der Rächer (1966)",django der r cher,http://www.imdb.com/title/tt0060143/,6.3,766.0,5580.0,1966.0,video.movie,0,0,6,0,16,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
11047,titles04/index.html.3853,tt0088916,Christopher Columbus (TV Mini-Series 1985),christopher columbus tv mini series,http://www.imdb.com/title/tt0088916/,7.7,416.0,21600.0,1985.0,video.tv,0,0,5,0,7,3,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5196,titles03/index.html.5260,tt1082601,Fighting (2009),fighting,http://www.imdb.com/title/tt1082601/,5.5,22781.0,6300.0,2009.0,video.movie,0,0,25,816,82,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
881,titles02/index.html.2851,tt0418689,Flags of Our Fathers (2006),flags of our fathers,http://www.imdb.com/title/tt0418689/,7.1,84617.0,7920.0,2006.0,video.movie,15,15,67,517,406,3,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
11275,titles04/index.html.4254,tt0095253,Ferien zu Dritt (1988),ferien zu dritt,http://www.imdb.com/title/tt0095253/,6.5,22247.0,5460.0,1988.0,video.movie,0,0,22,22,75,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8126,titles04/index.html.12080,tt1414382,Du schon wieder (2010),du schon wieder,http://www.imdb.com/title/tt1414382/,5.8,33515.0,6300.0,2010.0,video.movie,1,0,38,610,83,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
9840,titles04/index.html.1932,tt0057226,Der Kuß des Vampirs (1963),der ku des vampirs,http://www.imdb.com/title/tt0057226/,6.5,1296.0,5280.0,1963.0,video.movie,0,0,6,12,41,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
120,titles01/tt0093058,tt0093058,Full Metal Jacket (1987),full metal jacket,http://www.imdb.com/title/tt0093058/,8.4,334586.0,6960.0,1987.0,video.movie,7,7,53,621,621,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
13938,titles04/index.html.8528,tt0382501,Viva la Bam (TV Series 2003–2005),viva la bam tv series,http://www.imdb.com/title/tt0382501/,6.8,5020.0,1800.0,2003.0,video.tv,0,0,4,53,41,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1418,titles02/index.html.5135,tt0486674,Inside Hollywood (2008),inside hollywood,http://www.imdb.com/title/tt0486674/,5.7,21230.0,6240.0,2008.0,video.movie,0,0,53,233,105,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7679,titles04/index.html.11356,tt1149361,Micmacs - Uns gehört Paris! (2009),micmacs uns geh rt paris,http://www.imdb.com/title/tt1149361/,7.2,20428.0,6300.0,2009.0,video.movie,4,8,28,29,68,3,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4346,titles03/index.html.4290,tt0454847,Infernal affairs 1: Origines d'une saga (Video 2004),infernal affairs origines d une saga video,http://www.imdb.com/title/tt0454847/,8.2,40.0,900.0,2004.0,video.movie,0,0,0,0,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
197,titles01/tt0372784,tt0372784,Batman Begins (2005),batman begins,http://www.imdb.com/title/tt0372784/,8.3,659591.0,8400.0,2005.0,video.movie,9,44,202,6136,2607,3,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10373,titles04/index.html.2793,tt0070534,Bud Spencer: Sie nannten ihn Plattfuß (1973),bud spencer sie nannten ihn plattfu,http://www.imdb.com/title/tt0070534/,6.8,1668.0,5940.0,1973.0,video.movie,0,0,0,0,4,3,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9384,titles04/index.html.1421,tt0048703,Rächer in Schwarz (1955),r cher in schwarz,http://www.imdb.com/title/tt0048703/,6.1,548.0,4800.0,1955.0,video.movie,0,0,3,2,20,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6685,titles03/index.html.6901,tt3559422,The Swan Princess: A Royal Family Tale (Video 2014),the swan princess a royal family tale video,http://www.imdb.com/title/tt3559422/,6.0,44.0,4980.0,2014.0,video.movie,0,0,0,0,1,3,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14142,titles04/index.html.8906,tt0418647,Dreamer - Ein Traum wird wahr (2005),dreamer ein traum wird wahr,http://www.imdb.com/title/tt0418647/,6.9,8691.0,6360.0,2005.0,video.movie,1,4,33,68,104,3,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2960,titles03/index.html.2507,tt0113987,Nixon (1995),nixon,http://www.imdb.com/title/tt0113987/,7.1,21073.0,11520.0,1995.0,video.movie,11,8,45,7,156,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3373,titles03/index.html.3041,tt0188557,Demented (1980),demented,http://www.imdb.com/title/tt0188557/,3.6,230.0,5220.0,1980.0,video.movie,0,0,0,0,14,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
14304,titles04/index.html.9153,tt0439533,Dead Leaves (2004),dead leaves,http://www.imdb.com/title/tt0439533/,7.3,1923.0,3300.0,2004.0,video.movie,0,0,0,0,10,3,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14336,titles04/index.html.9205,tt0445061,Stygian (2000),stygian,http://www.imdb.com/title/tt0445061/,6.2,106.0,4320.0,2000.0,video.movie,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4296,titles03/index.html.4219,tt0440939,Hu die (2004),hu die,http://www.imdb.com/title/tt0440939/,7.2,659.0,7440.0,2004.0,video.movie,1,6,0,0,11,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10957,titles04/index.html.3712,tt0086659,'Allo 'Allo! (TV Series 1982–1992),allo allo tv series,http://www.imdb.com/title/tt0086659/,8.4,13058.0,2700.0,1992.0,video.tv,1,5,39,0,38,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
11334,titles04/index.html.4338,tt0096545,Birds of a Feather (TV Series 1989–2014),birds of a feather tv series,http://www.imdb.com/title/tt0096545/,6.6,565.0,4500.0,1989.0,video.tv,2,6,2,85,12,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13308,titles04/index.html.7452,tt0282291,Divorce Court (TV Series 1999–2014),divorce court tv series,http://www.imdb.com/title/tt0282291/,3.6,133.0,1800.0,1999.0,video.tv,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
14546,titles04/index.html.9582,tt0479997,Der letzte Tempelritter (2011),der letzte tempelritter,http://www.imdb.com/title/tt0479997/,5.4,63281.0,5700.0,2011.0,video.movie,0,0,70,1122,201,3,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12022,titles04/index.html.5402,tt0113862,Mr. Holland's Opus (1995),mr holland s opus,http://www.imdb.com/title/tt0113862/,7.3,26911.0,8580.0,1995.0,video.movie,5,4,36,63,147,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
14006,titles04/index.html.8636,tt0390221,Maria voll der Gnade (2004),maria voll der gnade,http://www.imdb.com/title/tt0390221/,7.5,27553.0,6060.0,2004.0,video.movie,36,27,35,206,166,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
856,titles02/index.html.2799,tt0049778,Die Hölle ist in mir (1956),die h lle ist in mir,http://www.imdb.com/title/tt0049778/,7.5,4572.0,6780.0,1956.0,video.movie,2,3,17,37,52,3,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
7330,titles04/index.html.10725,tt0911101,"Andy Barker, P.I. The Big No Sleep (TV Episode 2007)",andy barker p i the big no sleep tv episode,http://www.imdb.com/title/tt0911101/,7.3,31.0,1800.0,2007.0,video.episode,0,0,0,0,1,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
